   BENCHMARK INFORMATION
benchmark definition:    test/test-sets/dissertation/dcssat-re.xml
name:                    dcssat-re
run sets:                default
date:                    Sat, 2021-04-24 12:18:42 CST
tool:                    DC-SSAT
tool executable:         bin/dcssat
options:
parallel runs:           8
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    alcom-PowerEdge-T440
os:                      Linux-5.4.0-58-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon Silver 4210 CPU @ 2.20GHz
- cores:                 40
- max frequency:         3200.0 MHz
- turbo boost enabled:   False
ram:                     134616.424448 MB
------------------------------------------------------------



default
Run set 1 of 1 with options '' and propertyfile 'None'

inputfile                                       status                       cpu time   wall time        host
re-random-k-CNF/rand-4-50-150-25.181.sdimacs    done                            99.20       99.21        None
re-random-k-CNF/rand-4-50-150-25.182.sdimacs    done                           147.16      147.18        None
re-random-k-CNF/rand-4-50-150-25.183.sdimacs    done                           117.71      117.71        None
re-random-k-CNF/rand-4-50-150-25.184.sdimacs    done                           102.54      102.55        None
re-random-k-CNF/rand-4-50-200-25.185.sdimacs    done                            67.00       67.02        None
re-random-k-CNF/rand-4-50-200-25.186.sdimacs    done                           133.06      133.08        None
re-random-k-CNF/rand-4-50-200-25.187.sdimacs    done                           118.62      118.62        None
re-random-k-CNF/rand-4-50-200-25.188.sdimacs    done                            80.82       80.83        None
re-random-k-CNF/rand-4-50-200-25.189.sdimacs    done                            49.86       49.87        None
re-random-k-CNF/rand-4-50-250-25.190.sdimacs    done                            12.37       12.37        None
re-random-k-CNF/rand-4-50-250-25.191.sdimacs    done                            41.04       41.05        None
re-random-k-CNF/rand-4-50-250-25.192.sdimacs    done                            37.47       37.47        None
re-random-k-CNF/rand-4-50-250-25.193.sdimacs    done                            16.76       16.76        None
re-random-k-CNF/rand-4-50-250-25.194.sdimacs    done                            18.99       18.99        None
re-random-k-CNF/rand-4-50-300-25.195.sdimacs    done                             9.37        9.38        None
re-random-k-CNF/rand-4-50-300-25.196.sdimacs    done                             4.21        4.21        None
re-random-k-CNF/rand-4-50-300-25.197.sdimacs    done                             9.93        9.93        None
re-random-k-CNF/rand-4-50-300-25.198.sdimacs    done                             9.25        9.26        None
re-random-k-CNF/rand-4-50-300-25.199.sdimacs    done                             6.71        6.71        None
re-random-k-CNF/rand-5-10-40-5.100.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-40-5.101.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-40-5.102.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-40-5.103.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-40-5.104.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-50-5.105.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-50-5.106.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-50-5.107.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-50-5.108.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-50-5.109.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-60-5.110.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-60-5.111.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-60-5.112.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-60-5.113.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-60-5.114.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-70-5.115.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-70-5.116.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-70-5.117.sdimacs      done                             0.01        0.02        None
re-random-k-CNF/rand-5-10-70-5.118.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-10-70-5.119.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-5-20-100-10.125.sdimacs    done                             0.06        0.06        None
re-random-k-CNF/rand-5-20-100-10.126.sdimacs    done                             0.06        0.06        None
re-random-k-CNF/rand-5-20-100-10.127.sdimacs    done                             0.05        0.05        None
re-random-k-CNF/rand-5-20-100-10.128.sdimacs    done                             0.04        0.04        None
re-random-k-CNF/rand-5-20-100-10.129.sdimacs    done                             0.05        0.05        None
re-random-k-CNF/rand-5-20-120-10.130.sdimacs    done                             0.05        0.06        None
re-random-k-CNF/rand-5-20-120-10.131.sdimacs    done                             0.05        0.05        None
re-random-k-CNF/rand-5-20-120-10.132.sdimacs    done                             0.05        0.08        None
re-random-k-CNF/rand-5-20-120-10.133.sdimacs    done                             0.05        0.08        None
re-random-k-CNF/rand-5-20-120-10.134.sdimacs    done                             0.05        0.07        None
re-random-k-CNF/rand-5-20-140-10.135.sdimacs    done                             0.05        0.05        None
re-random-k-CNF/rand-5-20-140-10.136.sdimacs    done                             0.06        0.06        None
re-random-k-CNF/rand-5-20-140-10.137.sdimacs    done                             0.06        0.07        None
